E_ID,Name,Age,Department,Role,Employment Type,Contract Duration,Band,Exp Yrs,Tenure Yrs,Attendance(%),Leave,Tasks Assigned,Tasks Completed,Tasks Completion Rate(%),Task Quality Score,Goal Achievement(%),Manager Feedback,Teamwork Score,Leadership Score,Client Feedback,Communication,Overtime,Training Hours,Training Completion(%),Performance Score,Performance Category,Recommendation
E2855,Kavita Malode,35,Operations,Operations Manager,Full-Time,Permanent,B3,6.6,4.6,93.4,9,17,13,76.47,84.27,78.66,83.51,85.06,75.32,80.4,87.28,5.0,25,79.7,82.42,Excellent,Incentive
E2856,Mukti Malhotra,39,Finance,Accountant,Full-Time,Permanent,B4,14.4,11.0,92.9,3,36,28,77.78,79.09,76.98,72.19,72.19,63.51,76.35,66.59,5.1,10,49.1,75.19,Good,Incentive
E2857,Ishwar Gavaskar,57,Customer Support,Support Analyst,Part-Time,6 Months,B5,33.8,28.0,84.4,6,45,29,64.44,69.38,66.19,68.92,69.58,74.25,69.32,67.0,13.7,20,55.1,69.02,Average,Training
E2858,Prabha Saini,24,Human Resources,HR Executive,Full-Time,Permanent,B1,0.7,0.6,90.9,9,31,27,87.1,77.51,86.18,78.76,71.44,62.47,80.82,89.21,2.4,5,34.82,79.03,Good,Incentive
E2859,Bhagirath Bose,24,AI & Data Science,ML Engineer,Full-Time,Permanent,B1,1.6,1.5,85.6,11,27,19,70.37,73.53,76.35,73.21,61.67,62.6,70.95,62.51,6.1,25,74.98,72.3,Good,Training
E2860,Premshankar Lokhande,48,Sales,Business Development Executive,Contract,24 Months,B3,8.6,4.7,85.3,13,37,25,67.57,67.19,67.57,62.53,82.07,58.16,69.92,77.0,5.7,20,77.17,70.58,Good,Training
E2861,Poornima Scindia,25,Customer Support,Support Analyst,Full-Time,Permanent,B1,1.1,0.4,90.6,10,35,26,74.29,75.13,76.96,70.8,70.43,48.72,70.73,63.9,0.4,15,52.08,72.45,Good,Training
E2862,Sumitra Modanwal,34,AI & Data Science,Data Scientist,Full-Time,Permanent,B2,3.4,3.1,82.5,10,24,15,62.5,66.64,64.97,63.35,84.05,56.48,73.15,83.29,1.2,5,44.42,68.14,Average,Training
E2863,Amol Deshpande,42,Marketing,Marketing Executive,Full-Time,Permanent,B3,5.2,2.4,76.5,24,31,17,54.84,63.03,61.7,64.17,65.6,47.85,62.37,61.48,6.2,50,83.55,63.53,Average,Training
E2864,Sadhana Sahu,35,Operations,Operations Executive,Full-Time,Permanent,B3,5.3,4.8,97.4,5,26,21,80.77,77.89,76.17,72.24,82.91,55.43,81.79,86.9,0.0,20,69.79,78.79,Good,Incentive
E2865,Yashaswi Ahale,34,Operations,Operations Manager,Full-Time,Permanent,B2,4.5,3.9,66.3,14,26,15,57.69,67.57,64.72,64.41,79.18,51.98,67.08,65.13,14.3,20,67.69,65.3,Average,PIP
E2866,Geetika Saha,32,Sales,Sales Executive,Full-Time,Permanent,B4,9.0,2.4,94.2,10,45,35,77.78,70.34,77.99,82.12,68.1,64.56,70.76,74.08,13.7,30,84.29,77.15,Good,Incentive
E2867,Praveen Nautiyal,38,Customer Support,Support Executive,Full-Time,Permanent,B4,9.8,2.8,65.5,20,31,17,54.84,58.98,58.05,55.69,64.07,56.93,65.06,73.97,11.1,5,42.13,59.0,Needs Improvement,PIP
E2868,Vilas Dholakia,57,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,29.9,29.1,91.8,9,24,17,70.83,73.27,68.48,71.66,64.44,78.88,73.31,79.63,1.9,20,66.04,73.15,Good,Training
E2869,Dayashankar Bhat,27,Sales,Sales Executive,Contract,12 Months,B2,4.8,3.6,91.1,5,42,30,71.43,75.15,73.73,74.87,80.44,67.84,76.59,67.42,16.3,30,91.25,76.59,Good,Training
E2870,Adya Kannaujiya,29,Operations,Process Analyst,Full-Time,Permanent,B3,6.6,4.8,90.5,10,37,29,78.38,76.49,73.91,79.73,78.15,61.95,76.76,67.53,9.9,30,90.72,77.99,Good,Training
E2871,Mala Chouhan,32,Information Technology,Cloud Engineer,Full-Time,Permanent,B3,8.5,7.1,76.9,16,20,12,60.0,59.37,61.86,64.12,70.12,61.47,62.88,56.49,0.0,10,55.67,63.33,Average,Training
E2872,Om Baranwal,56,Operations,Process Analyst,Full-Time,Permanent,B4,13.0,5.2,92.6,2,25,18,72.0,71.92,75.15,80.8,86.35,79.51,72.39,82.99,2.5,10,42.68,76.75,Good,Incentive
E2873,Radharaman Sahani,53,Information Technology,DevOps Engineer,Full-Time,Permanent,B5,26.0,12.0,93.2,4,26,20,76.92,75.69,73.08,69.75,63.64,71.17,72.42,70.98,4.8,10,41.22,72.79,Good,Training
E2874,Niranjan Shah,29,Marketing,Marketing Analyst,Contract,6 Months,B3,6.6,3.2,94.7,10,36,28,77.78,69.13,77.44,76.78,64.79,63.66,74.29,66.76,17.4,30,89.79,75.84,Good,Incentive
E2875,Anuradha Singhaniya,28,Customer Support,Support Executive,Full-Time,Permanent,B2,3.5,2.2,88.2,5,47,35,74.47,78.22,71.23,81.62,75.88,64.98,69.64,64.35,7.5,20,58.08,75.09,Good,Training
E2876,Govind Soni,54,Sales,Sales Executive,Full-Time,Permanent,B4,11.9,10.2,66.1,15,48,27,56.25,62.88,65.09,75.58,71.44,67.17,67.37,61.06,13.8,15,48.87,64.95,Average,PIP
E2877,Vaishali Pandit,56,AI & Data Science,Data Analyst,Full-Time,Permanent,B5,23.9,5.8,97.9,1,21,17,80.95,74.95,73.77,67.89,72.5,82.75,70.66,69.72,0.0,10,54.15,75.54,Good,Training
E2878,Vipul Shah,47,Sales,Sales Executive,Full-Time,Permanent,B5,21.6,10.1,97.9,2,29,21,72.41,80.73,75.57,85.07,77.03,87.44,80.15,84.32,4.8,40,91.51,81.73,Excellent,Incentive
E2879,Maya Mishra,39,AI & Data Science,Data Analyst,Part-Time,6 Months,B5,15.6,8.6,92.1,8,28,20,71.43,78.69,79.54,85.36,80.66,74.92,79.72,83.16,7.9,20,57.12,79.28,Good,Incentive
E2880,Anadi Thakkar,28,Human Resources,HR Executive,Contract,6 Months,B3,5.9,2.7,76.4,22,18,10,55.56,70.16,62.41,73.62,59.16,53.33,67.53,59.29,1.8,20,69.05,65.28,Average,Training
E2881,Rakshit Mantri,49,Information Technology,DevOps Engineer,Full-Time,Permanent,B3,7.2,5.2,97.3,8,27,19,70.37,78.81,78.44,76.08,78.67,61.47,73.0,62.23,0.0,30,77.44,76.86,Good,Incentive
E2882,Omkar Bind,24,Customer Support,Support Executive,Full-Time,Permanent,B1,0.9,0.7,83.6,11,38,22,57.89,65.57,62.44,69.11,65.12,58.27,68.32,76.42,9.9,40,79.72,67.26,Average,Training
E2883,Sarojini Rawat,42,Customer Support,Support Analyst,Full-Time,Permanent,B5,17.7,10.9,92.4,9,22,18,81.82,74.01,78.06,77.81,76.81,85.45,77.03,85.31,4.2,10,60.55,79.09,Good,Incentive
E2884,Lipika Azad,51,AI & Data Science,AI Engineer,Full-Time,Permanent,B5,20.4,9.4,93.2,4,33,24,72.73,79.72,71.21,66.92,84.61,73.19,74.72,79.9,7.7,15,67.89,76.15,Good,Training
E2885,Hemant Tendulkar,55,Customer Support,Customer Success Associate,Full-Time,Permanent,B5,32.9,8.9,93.3,2,30,22,73.33,80.63,79.87,76.89,86.27,89.64,81.41,78.29,4.5,40,88.02,81.43,Excellent,Incentive
E2886,Bhagwati Lohia,27,Marketing,Marketing Executive,Full-Time,Permanent,B1,1.3,1.1,90.9,6,18,16,88.89,82.46,85.65,88.96,91.36,57.57,82.05,80.5,0.0,25,81.53,85.2,Excellent,Incentive
E2887,Ranveer Jahagirdar,52,Customer Support,Support Analyst,Full-Time,Permanent,B3,8.8,5.9,81.1,13,33,22,66.67,65.77,63.22,68.47,70.05,57.2,65.5,77.63,9.0,30,88.25,69.16,Average,Training
E2888,Shubhi Kohli,32,Operations,Operations Manager,Full-Time,Permanent,B2,4.1,1.9,86.6,5,15,11,73.33,73.64,74.32,69.52,71.83,51.48,70.78,73.79,0.0,10,43.61,71.45,Good,Training
E2889,Mithun Dhumal,40,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B4,13.4,9.1,92.4,7,42,32,76.19,81.21,75.84,76.23,77.47,79.23,80.66,81.8,6.5,30,80.91,79.54,Good,Incentive
E2890,Sujata Shirke,38,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B4,12.6,8.9,86.3,15,26,21,80.77,72.09,75.04,67.47,86.84,72.02,78.14,83.48,4.5,25,64.46,76.52,Good,Training
E2891,Sonu Ganguly,57,AI & Data Science,Data Analyst,Full-Time,Permanent,B4,13.9,10.7,90.6,8,31,22,70.97,72.5,72.38,73.78,81.22,68.38,72.96,74.45,4.8,10,57.56,74.29,Good,Training
E2892,Aryabhatta Mohanty,24,Human Resources,HR Executive,Full-Time,Permanent,B1,1.3,0.7,94.0,9,32,23,71.88,67.01,74.17,71.25,83.84,65.42,72.84,86.28,6.7,25,70.17,75.17,Good,Training
E2893,Roopa Seth,38,Operations,Process Analyst,Full-Time,Permanent,B4,14.2,8.4,96.1,7,34,28,82.35,72.92,75.72,73.66,70.79,71.14,72.1,81.07,9.8,10,50.6,76.13,Good,Incentive
E2894,Dinesh Lalwani,50,AI & Data Science,AI Engineer,Full-Time,Permanent,B5,22.4,8.8,96.5,0,18,11,61.11,59.37,67.92,73.73,75.43,78.78,65.23,75.61,6.7,15,70.51,71.02,Good,Training
E2895,Gopi Pal,42,Operations,Operations Executive,Part-Time,12 Months,B4,12.1,8.2,68.1,10,42,24,57.14,65.58,67.89,63.35,60.2,57.22,66.67,66.91,4.7,10,49.76,62.95,Average,PIP
E2896,Manjunath Maali,49,AI & Data Science,Data Scientist,Full-Time,Permanent,B5,15.0,12.6,96.7,6,26,20,76.92,76.98,71.88,68.71,84.35,66.31,71.96,78.69,3.3,30,76.68,76.96,Good,Training
E2897,Raghavi Dalal,49,Information Technology,System Administrator,Contract,6 Months,B5,23.4,16.4,85.0,12,33,24,72.73,75.97,72.33,71.05,81.6,84.44,75.18,72.77,9.2,40,76.63,75.92,Good,Training
E2898,Brijmohan Deshpande,29,Customer Support,Customer Success Associate,Full-Time,Permanent,B2,4.9,3.4,76.0,15,38,27,71.05,71.58,71.88,67.23,74.45,66.98,75.9,79.98,11.6,25,67.88,71.84,Good,Training
E2899,Kashvi Rajpoot,27,Sales,Sales Executive,Full-Time,Permanent,B2,4.1,2.4,96.6,2,35,21,60.0,66.31,64.47,68.29,63.48,64.13,65.57,65.62,16.1,40,98.81,69.58,Average,Training
E2900,Uma Kedia,56,Operations,Process Analyst,Full-Time,Permanent,B4,12.5,5.7,91.3,4,37,21,56.76,56.02,60.15,64.07,71.54,75.47,64.84,66.14,16.1,15,52.13,64.76,Average,Training
E2901,Natwar Singh,54,Customer Support,Support Executive,Full-Time,Permanent,B5,29.7,9.2,93.3,7,45,31,68.89,78.72,75.79,72.24,88.21,75.68,75.44,87.6,13.9,20,56.07,77.24,Good,Incentive
E2902,Dinkar Gaitonde,53,Information Technology,Software Engineer,Full-Time,Permanent,B5,21.7,13.9,92.4,7,21,15,71.43,66.15,71.54,72.57,62.74,76.34,72.95,66.06,13.2,25,63.78,71.72,Good,Training
E2903,Ambika Deshpande,51,Operations,Operations Manager,Full-Time,Permanent,B4,11.2,4.7,88.2,6,17,10,58.82,70.91,66.51,76.55,74.63,60.89,68.16,79.89,2.6,15,67.34,71.02,Good,Training
E2904,Kalyani Hazari,26,AI & Data Science,Data Analyst,Full-Time,Permanent,B2,2.5,0.0,90.8,10,31,22,70.97,64.27,65.71,66.73,66.58,51.31,66.37,68.32,8.8,25,86.83,69.53,Average,Training
E2905,Praveen Prakash,51,Human Resources,HR Executive,Full-Time,Permanent,B5,22.4,0.2,91.8,6,33,19,57.58,66.57,62.47,68.72,62.62,75.2,66.0,65.11,14.4,20,59.84,67.05,Average,Training
E2906,Aarohi Dutta,55,Finance,Finance Executive,Full-Time,Permanent,B4,11.3,1.7,86.0,6,35,15,42.86,55.04,53.45,68.23,63.94,64.89,59.82,77.13,11.6,10,44.11,60.23,Average,Training
E2907,Maitri Atlani,33,Customer Support,Customer Success Associate,Full-Time,Permanent,B4,10.6,6.7,83.4,7,38,24,63.16,63.44,69.68,66.23,79.73,60.58,68.34,71.23,11.6,40,91.04,70.25,Good,Training
E2908,Rajeshwar Bansal,43,AI & Data Science,ML Engineer,Part-Time,6 Months,B3,8.1,1.2,91.9,9,35,26,74.29,81.36,81.9,76.79,77.73,68.95,74.9,68.97,6.3,20,55.63,77.54,Good,Incentive
E2909,Hritik Kamat,24,Sales,Business Development Executive,Contract,6 Months,B1,0.9,0.8,91.4,4,39,32,82.05,78.49,76.66,81.97,69.67,56.78,77.06,76.86,14.5,15,59.75,77.5,Good,Incentive
E2910,Mandira Bhadauria,33,Operations,Operations Manager,Full-Time,Permanent,B3,7.8,3.2,91.8,3,23,15,65.22,76.33,69.5,77.86,71.52,68.72,71.22,77.2,8.3,50,97.6,75.41,Good,Training
E2911,Anshika Mukhopadhyay,23,AI & Data Science,Data Analyst,Full-Time,Permanent,B1,0.4,0.4,81.9,12,41,27,65.85,66.48,72.79,71.07,81.93,50.59,72.42,77.22,21.5,15,70.03,71.32,Good,Training
E2912,Arpan Jahagirdar,57,Information Technology,Software Engineer,Contract,12 Months,B5,17.8,6.8,91.9,7,29,20,68.97,62.94,67.84,74.74,71.2,78.8,69.6,72.92,11.7,15,53.25,71.21,Good,Training
E2913,Ruchir Agnihotri,23,Human Resources,Talent Acquisition Specialist,Full-Time,Permanent,B1,0.5,0.0,86.9,9,23,13,56.52,67.55,59.63,71.02,65.29,59.55,67.39,77.22,2.7,40,90.88,68.18,Average,Training
E2914,Aryabhatta Mumukshu,42,AI & Data Science,AI Engineer,Full-Time,Permanent,B5,17.3,17.3,97.3,0,27,24,88.89,84.71,85.94,88.3,85.97,80.34,81.13,82.06,1.0,30,70.41,86.2,Excellent,Promotion
E2915,Payal Rawal,24,Customer Support,Support Executive,Full-Time,Permanent,B1,1.4,0.9,96.6,6,60,41,68.33,78.48,73.98,77.65,79.62,66.39,74.11,82.64,26.9,25,77.05,77.4,Good,Training
E2916,Ganesh Ambani,32,Information Technology,DevOps Engineer,Full-Time,Permanent,B4,9.5,3.5,86.5,14,24,20,83.33,86.51,85.22,76.56,69.24,69.41,80.41,82.58,2.8,15,70.96,80.49,Excellent,Incentive
E2917,Jamunadas Wahal,24,Operations,Operations Executive,Full-Time,Permanent,B1,1.5,0.6,97.2,1,41,31,75.61,76.41,74.57,81.9,90.22,58.5,80.76,83.91,3.4,30,90.55,80.7,Excellent,Training
E2918,Radha Surana,53,Operations,Operations Executive,Full-Time,Permanent,B5,16.5,15.4,90.8,2,21,14,66.67,70.06,64.56,68.81,62.24,63.0,63.83,63.09,6.7,25,81.81,69.41,Average,Training
E2919,Mahima Dwivedi,34,AI & Data Science,Data Analyst,Full-Time,Permanent,B3,7.1,0.8,96.0,5,26,20,76.92,77.34,76.97,79.17,80.08,67.9,71.46,68.78,8.7,15,69.43,78.05,Good,Incentive
E2920,Harishankar Patel,43,AI & Data Science,Data Scientist,Full-Time,Permanent,B5,15.7,9.8,93.7,10,34,28,82.35,82.07,77.85,78.46,80.53,82.06,72.99,64.57,1.2,10,49.05,78.97,Good,Incentive
E2921,Hemant Tendulkar,28,Customer Support,Support Analyst,Full-Time,Permanent,B3,5.1,1.5,90.1,4,42,25,59.52,56.78,61.03,71.08,76.43,66.62,63.11,70.07,12.0,5,47.59,66.28,Average,Training
E2922,Namrata Mukherjee,25,AI & Data Science,Data Analyst,Part-Time,12 Months,B1,1.1,1.0,93.7,5,25,18,72.0,72.57,70.38,78.9,71.03,59.52,70.53,82.63,0.4,40,95.28,75.95,Good,Training
E2923,Subodh Singhaniya,48,Customer Support,Support Executive,Contract,6 Months,B5,17.8,4.9,87.9,9,57,38,66.67,64.72,67.61,76.87,81.32,74.89,71.35,82.06,27.7,5,57.24,72.58,Good,Training
E2924,Vidhi Anand,48,Sales,Business Development Executive,Full-Time,Permanent,B5,22.6,8.7,94.6,5,34,23,67.65,64.32,71.36,73.63,75.2,80.0,69.48,73.41,0.0,25,73.6,73.35,Good,Training
E2925,Dashrath Dhoundial,48,Operations,Process Analyst,Full-Time,Permanent,B3,6.6,3.8,97.1,2,25,20,80.0,86.81,78.47,87.77,88.8,75.36,85.19,83.77,0.0,15,69.09,84.22,Excellent,Incentive
E2926,Subodh Parmar,37,Customer Support,Support Executive,Full-Time,Permanent,B2,4.6,0.6,94.8,4,37,26,70.27,78.82,72.84,80.73,84.81,63.03,73.5,83.81,8.0,30,72.7,78.01,Good,Training
E2927,Shubh Malik,23,Finance,Financial Analyst,Full-Time,Permanent,B1,0.3,0.1,99.5,8,33,30,90.91,92.05,90.11,86.48,68.57,58.59,83.41,73.99,1.0,30,73.75,85.23,Excellent,Incentive
E2928,Himani Parmar,25,Sales,Sales Executive,Full-Time,Permanent,B1,1.0,0.8,94.8,8,23,14,60.87,59.64,63.18,71.71,84.22,65.75,65.33,76.88,4.0,25,73.9,70.31,Good,Training
E2929,Priyamvada Bandopadhyay,53,Marketing,Marketing Analyst,Full-Time,Permanent,B5,23.5,15.0,72.7,15,30,13,43.33,60.39,55.18,59.87,75.52,84.95,63.1,70.4,3.0,20,64.48,61.78,Average,PIP
E2930,Shakti Thakkar,38,Sales,Account Manager,Full-Time,Permanent,B3,5.3,2.6,91.2,4,38,27,71.05,76.65,74.02,70.37,65.07,65.02,69.44,63.45,12.6,15,66.19,72.65,Good,Training
E2931,Debashish Talwar,43,AI & Data Science,ML Engineer,Full-Time,Permanent,B4,10.6,9.0,91.9,9,29,18,62.07,67.86,63.61,60.67,64.56,66.77,67.32,78.78,4.1,40,87.15,68.78,Average,Training
E2932,Shishir Goenka,49,AI & Data Science,AI Engineer,Part-Time,6 Months,B4,10.4,5.2,87.7,14,25,15,60.0,62.98,59.14,70.93,75.15,67.79,63.47,79.99,5.8,15,62.4,67.92,Average,Training
E2933,Pramila Marandi,47,Sales,Sales Executive,Full-Time,Permanent,B5,23.0,8.8,92.2,2,41,26,63.41,73.94,72.17,72.24,66.91,70.82,70.29,61.72,13.1,20,59.92,71.31,Good,Training
E2934,Madhur Patil,30,Operations,Operations Executive,Full-Time,Permanent,B2,4.2,1.0,94.7,10,35,26,74.29,79.75,79.01,69.15,68.43,54.45,77.16,75.16,4.7,25,82.64,76.11,Good,Training
E2935,Bhawna Kulkarni,29,Sales,Business Development Executive,Full-Time,Permanent,B2,2.7,2.4,97.9,3,50,40,80.0,80.92,78.62,86.04,69.35,68.34,73.51,68.98,14.1,20,66.14,79.41,Good,Incentive
E2936,Sapna Ojha,43,Human Resources,HR Analyst,Full-Time,Permanent,B4,12.1,7.4,90.1,2,23,18,78.26,84.06,81.08,71.33,74.89,64.19,75.74,70.81,0.4,25,76.84,78.09,Good,Incentive
E2937,Rajesh Mangeshkar,43,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B4,11.4,4.1,76.1,24,34,19,55.88,66.05,67.08,68.13,79.59,65.25,65.83,62.7,14.9,10,62.79,66.97,Average,Training
E2938,Madhurima Sood,42,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B3,5.4,2.2,85.2,6,37,25,67.57,74.65,75.31,67.65,65.6,53.2,77.17,70.92,1.8,15,56.94,70.77,Good,Training
E2939,Ridhima Dasgupta,53,Finance,Financial Analyst,Full-Time,Permanent,B4,11.9,9.0,82.4,10,31,20,64.52,61.11,63.44,75.19,64.58,64.5,63.31,70.42,0.0,20,78.34,68.17,Average,Training
E2940,Vilas Chawla,51,Finance,Accountant,Full-Time,Permanent,B5,17.8,14.7,80.9,15,42,27,64.29,74.78,74.88,66.66,73.55,75.39,75.41,59.59,10.8,10,50.99,70.61,Good,Training
E2941,Ishan Bhandari,37,AI & Data Science,Data Analyst,Full-Time,Permanent,B4,14.4,3.8,94.5,9,22,15,68.18,67.28,64.74,67.39,68.25,66.43,71.07,66.9,4.0,25,67.06,69.99,Average,Training
E2942,Abhay Munda,32,Finance,Finance Executive,Full-Time,Permanent,B2,4.8,3.1,69.3,23,36,21,58.33,55.92,59.86,62.4,65.61,49.14,60.11,58.97,0.0,25,64.11,60.58,Average,PIP
E2943,Gunjan Shirke,38,Operations,Operations Manager,Full-Time,Permanent,B4,11.6,2.0,97.6,4,20,13,65.0,75.82,73.92,82.14,78.58,69.67,75.98,81.05,0.0,20,68.19,76.89,Good,Training
E2944,Vasundhara Soni,44,Sales,Sales Executive,Full-Time,Permanent,B5,20.5,14.1,97.6,2,49,31,63.27,72.41,73.36,67.34,60.1,68.09,68.22,61.58,16.6,50,90.25,71.63,Good,Training
E2945,Shuchita Bakshi,51,Customer Support,Customer Success Associate,Full-Time,Permanent,B5,29.0,27.7,93.6,4,32,28,87.5,85.4,86.94,77.31,89.77,79.71,82.56,85.5,11.9,30,74.0,85.0,Excellent,Incentive
E2946,Shefali Damani,50,Customer Support,Customer Success Associate,Full-Time,Permanent,B4,14.2,1.9,96.4,1,29,24,82.76,87.66,86.41,75.37,85.53,74.39,85.45,73.59,5.5,25,78.25,83.61,Excellent,Incentive
E2947,Naveen Khera,53,Sales,Business Development Executive,Part-Time,6 Months,B4,9.6,8.3,96.0,0,30,20,66.67,75.28,72.17,80.45,80.83,63.28,73.32,70.57,0.9,40,95.85,77.02,Good,Training
E2948,Shivaji Ganguly,55,Sales,Account Manager,Full-Time,Permanent,B4,10.1,4.4,90.4,10,29,20,68.97,69.59,68.2,69.91,57.74,56.65,70.24,58.74,10.4,10,54.04,68.3,Average,Training
E2949,Roopa Sampla,49,Marketing,Digital Marketing Specialist,Full-Time,Permanent,B4,10.7,8.0,82.4,6,18,13,72.22,71.05,75.79,81.87,71.98,74.55,75.48,65.54,0.0,40,77.62,75.24,Good,Incentive
E2950,Lakshmi Singhi,48,Sales,Business Development Executive,Full-Time,Permanent,B4,9.4,4.7,97.2,0,33,25,75.76,74.08,79.0,78.87,76.18,74.62,75.38,81.28,9.4,50,98.19,79.97,Good,Incentive
E2951,Gajendra Saha,50,Sales,Business Development Executive,Full-Time,Permanent,B5,16.5,13.2,91.2,7,28,19,67.86,76.97,74.27,78.68,75.6,82.47,76.5,79.34,2.0,15,65.36,76.53,Good,Training
E2952,Nandu Malode,45,Human Resources,HR Executive,Contract,6 Months,B5,21.9,19.2,91.4,4,20,13,65.0,75.59,68.37,77.7,75.19,82.79,72.32,75.77,0.0,20,58.12,74.11,Good,Training
E2953,Kajol Bhadauria,29,Sales,Sales Executive,Full-Time,Permanent,B2,4.8,0.3,97.0,7,37,26,70.27,79.17,73.7,72.4,82.27,68.6,77.35,78.72,13.0,15,48.57,75.92,Good,Training
E2954,Malini Pratap,49,Information Technology,System Administrator,Full-Time,Permanent,B5,16.1,15.7,97.8,3,40,28,70.0,71.36,74.45,68.1,82.22,66.11,78.52,82.42,9.6,20,72.35,75.56,Good,Training
E2955,Anand Shankar,24,Sales,Sales Executive,Contract,6 Months,B1,1.4,1.4,85.6,14,36,23,63.89,62.21,67.8,64.96,73.31,48.58,67.07,82.78,18.4,40,75.66,68.42,Average,Training
E2956,Asha Ranaut,49,Operations,Operations Executive,Full-Time,Permanent,B5,20.6,14.8,97.2,8,35,21,60.0,67.14,66.59,77.0,76.43,77.34,66.65,66.28,7.5,15,57.27,71.35,Good,Training
E2957,Abhilesh Bahuguna,32,Information Technology,Software Engineer,Part-Time,6 Months,B2,2.6,2.3,81.8,15,26,17,65.38,68.37,70.88,63.57,57.67,52.36,72.03,59.49,11.1,20,76.96,67.22,Average,Training
E2958,Madhavrao Jindal,47,Finance,Accountant,Full-Time,Permanent,B5,22.0,6.7,87.0,10,31,24,77.42,75.67,80.25,69.68,86.57,89.58,81.88,85.46,6.1,50,90.23,80.17,Excellent,Training
E2959,Anuja Seth,25,Finance,Accountant,Full-Time,Permanent,B1,1.9,1.8,83.4,7,39,25,64.1,60.87,64.2,61.95,70.91,48.55,66.13,72.57,16.9,30,78.34,66.38,Average,Training
E2960,Vidushi Keshari,28,Operations,Operations Executive,Full-Time,Permanent,B2,2.3,1.8,91.7,4,47,31,65.96,69.64,72.45,76.56,72.87,63.23,71.49,83.52,14.0,5,45.54,72.34,Good,Training
E2961,Jayprakash Bhatt,40,Operations,Process Analyst,Full-Time,Permanent,B4,12.8,1.3,91.6,2,23,14,60.87,57.9,66.04,70.15,64.84,70.44,67.82,73.96,0.0,25,63.51,67.67,Average,Training
E2962,Seema Giri,34,Marketing,Marketing Analyst,Full-Time,Permanent,B4,11.3,2.3,83.3,6,18,11,61.11,57.33,64.72,73.23,75.5,71.83,65.04,81.79,0.0,15,49.1,67.73,Average,Training
E2963,Mausami Shukla,42,Sales,Business Development Executive,Part-Time,12 Months,B4,11.2,6.8,93.7,8,34,22,64.71,70.18,72.82,76.33,66.39,72.15,75.53,73.85,8.7,25,80.02,73.69,Good,Training
E2964,Vijay Surana,42,Operations,Process Analyst,Full-Time,Permanent,B5,16.1,10.5,96.8,2,37,26,70.27,71.92,69.27,69.59,69.88,75.66,70.24,70.91,5.9,40,86.47,73.99,Good,Training
E2965,Ashutosh Deol,39,Operations,Operations Executive,Full-Time,Permanent,B3,6.5,3.7,91.6,6,29,21,72.41,82.06,72.5,69.88,81.89,60.7,75.23,74.22,6.2,15,53.39,75.05,Good,Training
E2966,Atul Parmar,52,Customer Support,Support Executive,Full-Time,Permanent,B4,14.1,9.6,94.9,2,55,43,78.18,70.65,78.04,75.63,68.2,75.06,77.03,85.86,23.1,25,77.62,77.46,Good,Incentive
E2967,Nikhil Surana,25,Customer Support,Customer Success Associate,Full-Time,Permanent,B1,0.9,0.8,99.5,1,22,15,68.18,68.1,73.59,72.6,75.03,59.47,71.16,79.68,1.1,50,80.97,74.39,Good,Training
E2968,Vikram Ranaut,33,Operations,Operations Manager,Part-Time,6 Months,B4,9.7,1.9,84.6,6,35,26,74.29,80.53,78.98,79.4,80.7,76.97,77.02,85.61,5.4,10,42.05,77.59,Good,Incentive
E2969,Mrityunjay Rai,48,Customer Support,Support Executive,Part-Time,12 Months,B5,15.4,1.7,94.8,8,53,39,73.58,74.5,72.99,72.34,79.73,66.44,76.09,73.65,19.9,20,67.32,75.64,Good,Training
E2970,Rudranath Bhandarkar,46,Customer Support,Support Analyst,Contract,6 Months,B4,14.1,9.4,96.2,5,23,19,82.61,84.72,84.83,88.18,86.05,76.14,82.33,92.85,8.1,15,67.39,85.21,Excellent,Incentive
E2971,Sudeeksha Agrawal,57,Customer Support,Customer Success Associate,Full-Time,Permanent,B5,15.5,6.7,93.7,9,36,20,55.56,68.39,59.03,63.46,79.86,65.24,61.76,64.76,14.4,25,74.41,67.63,Average,Training
E2972,Vishwanath Trivedi,38,AI & Data Science,Data Scientist,Full-Time,Permanent,B5,15.7,7.9,94.5,7,31,24,77.42,79.16,82.15,83.19,85.04,86.89,77.33,68.18,10.5,30,94.31,82.58,Excellent,Incentive
E2973,Shreyash Dubey,39,Finance,Financial Analyst,Contract,24 Months,B4,11.4,6.7,97.3,3,28,22,78.57,77.35,81.49,74.09,62.21,73.59,73.34,65.55,4.6,5,50.8,75.84,Good,Incentive
E2974,Uddhav Thackeray,37,Finance,Financial Analyst,Full-Time,Permanent,B3,7.7,4.7,97.4,7,28,23,82.14,83.41,82.44,75.32,76.27,70.94,80.65,84.86,2.3,50,85.89,81.98,Excellent,Incentive
E2975,Anubhuti Bhatnagar,56,Information Technology,Software Engineer,Contract,6 Months,B5,17.2,2.4,93.4,5,24,17,70.83,64.19,73.6,64.25,78.99,67.91,73.7,78.68,0.0,25,84.05,73.39,Good,Training
